[43.11608767  1.95960542 27.593628    2.80514515]
[207.11562106   2.18222891  11.15472651   1.64346563]
[178.06866283   2.94269336 242.08215164   2.23726452]
[233.96452873   2.64788822 316.98957888   1.66415172]
[ 65.45230797   2.51276905 278.74594599   1.65153166]
[172.67482342   1.79451586 150.19309334   1.19090574]
[132.3574294    2.62967968  85.39273473   2.7513978 ]
[198.50605951   2.42513474  36.3239009    1.67856571]
[156.9747199    1.93612768 176.93715379   2.53894775]
[311.15848134   1.02573587  61.02966252   1.58828658]
[216.90726657   2.42513474  36.3239009    1.67856571]
[198.50605951   1.01320992  36.3239009    1.67779486]
[156.81393477   1.93612768 176.93715379   2.53894775]
[311.15848134   2.46785977  61.02966252   1.58905743]
[156.9747199    1.91384555 176.93715379   1.7021363 ]
[198.50605951   2.44741687  36.3239009    2.51537716]
[164.87294397   2.62967968  85.39273473   2.80467253]
[198.50605951   1.95757302  40.18777556   1.6615595 ]
[45.26667344  1.95960542 27.593628    2.75187041]
[156.9747199    2.4036894  173.07353069   2.55595395]
[156.9747199    1.98590187 173.78201594   1.69205677]
[198.33040493   2.45313467  36.3239009    2.53979127]
[198.50605951   1.00319343  39.47929299   2.52468584]
[156.98958935   1.93040988 199.46242855   2.60971132]
[156.9747199    1.93773246 176.93715379   1.7021363 ]
[311.15848134   1.02573587  61.02966252   1.58907856]
[156.9747199    1.91224077 176.93715379   2.53894775]
[198.50605951   1.15598759  36.3239009    1.67700288]
[41.97743762  1.93909843 27.593628    2.75187041]
[160.26398643   1.95663467 176.93715379   2.53894775]
[156.9747199    1.96517082 225.09147185   2.53894775]
[155.82235602   1.93612768 176.93715379   2.53894775]
[198.50605951   2.6033932   31.6989875    2.34372424]
[156.9747199    1.9356315  176.93715379   2.53894775]
[217.89884533   2.42513474  36.3239009    1.67856571]
[156.9747199    2.44827439 166.63740373   2.53870409]
[156.81393477   1.96644089 176.93715379   2.53894775]
[156.9747199    1.93612768 166.78201682   2.53894775]
[141.87978573   1.95663467 176.93715379   2.53894775]
[160.25331472   1.91224077 176.93715379   2.53894775]
[156.81393477   1.9363758  176.93715379   2.53894775]
[155.82374951   1.96644089 176.93715379   2.53894775]
[156.66299255   1.95663467 176.93715379   2.53894775]
[155.82235602   1.96619277 176.93715379   2.53894775]
[156.81254128   1.93612768 176.93715379   2.53894775]
[142.19151308   1.93612768 176.93715379   2.53894775]
[142.22329652   1.9356315  176.93715379   2.53894775]
[156.63120912   1.95663467 176.93715379   2.53894775]
[141.87978573   1.95663467 176.93715379   2.53102168]
[156.9747199    1.96719091 176.93715379   2.53894775]
[156.81393477   1.96644089 196.85498651   2.53894775]
[142.19151308   1.93612768 176.93715379   2.53927332]
[156.25213289   1.96615081 176.93715379   2.53894775]
[141.87978573   1.81126902 176.93715379   2.53894775]
[147.67015428   2.03926625 176.93715379   2.44330681]
[156.9747199    1.96719091 206.94786353   2.62022335]
[141.87978573   1.95663467 176.93715379   2.53069611]
[142.44158761   1.95692475 176.93715379   2.53894775]
[166.94241706   1.95663467 199.10161969   2.43690825]
[142.85608052   1.9356315  176.93715379   2.53894775]
[141.87978573   1.95679336 176.93715379   2.53894775]
[141.87978573   1.95663467 176.93715379   2.53072981]
[143.30873234   1.96719091 176.93715379   2.53894775]
[147.67015428   2.03926625 176.93715379   2.52564794]
[156.9747199    1.96703222 176.93715379   2.53894775]
[156.25213289   1.96615081 176.93715379   2.53891405]
[157.59605676   1.95663467 176.93715379   2.53102168]
[141.87978573   1.95663467 176.93715379   2.44835498]
[141.9528755    1.95663467 176.93715379   2.44403086]
[147.59706451   2.03926625 176.93715379   2.53029762]
[147.67015428   1.95668581 176.93715379   2.52564794]
[141.87978573   1.95121364 176.93715379   2.53031716]
[147.67015428   2.03926625 176.93715379   2.44333014]
[143.15472003   2.00959101 174.7157294    2.45411962]
[141.9528755    2.03921511 176.93715379   2.44403086]
[147.59706451   2.04468728 176.93715379   2.53067657]
[141.9528755    1.95663467 176.93715379   2.44400753]
[147.82416659   2.04191319 176.93715379   2.53688259]
[114.68432499   2.03926625 182.82991648   2.52564794]
[141.98816251   1.95663467 176.93715379   2.44403086]
[147.59706451   2.04169822 176.93715379   2.53029762]
[159.00024663   2.0856374  176.93715379   2.44333014]
[141.9528755    2.03921511 131.01855041   2.74882253]
[141.99097202   1.95663467 176.93715379   2.44403086]
[147.5885113    2.04191319 176.93715379   2.53021732]
[147.82416659   2.03948122 176.93715379   2.53688259]
[147.66734477   2.03926625 176.93715379   2.44333014]
[147.8327198    2.03926625 176.93715379   2.53696289]
[191.46660624   2.03927343 176.93715379   2.60200122]
[147.82668688   2.04190601 176.93715379   2.44330681]
[147.82668688   2.04190601 176.93715379   2.4424417 ]
[147.67143036   2.04186111 176.93715379   2.44333014]
[141.53974512   2.0855355  176.93715379   2.5569203 ]
[147.59706451   2.04468728 176.93715379   2.53154168]
[147.58442571   2.03931833 176.93715379   2.53021732]
[159.41337701   2.03931701 176.93715379   2.4433073 ]
[147.66176368   2.03926625 176.93715379   2.44330735]
[147.83226796   2.04190601 176.93715379   2.4433296 ]
[147.77372454   2.04185549 176.93715379   2.44333014]
[159.05320897   2.08568792 176.93715379   2.44330681]
[ 97.05724508   1.09717668 341.27013886   2.0183065 ]
[ 83.36330146   1.24469757 128.93577992   1.99940273]
[292.00184475   2.39866035 164.83099715   1.7060394 ]
[167.03497301   2.58568391 329.15895942   1.73691165]
[75.00460224  2.74802528  5.25185064  2.62153425]
[279.73330257   1.78997487 123.39685949   1.97231749]
[  6.57432903   1.05113894 140.72293129   1.5653989 ]
[  6.32207932   2.59946637 301.49188699   1.17783795]
[126.31496444   1.77517743 195.18745975   2.0589    ]
[140.40433231   1.38175831 204.22233751   2.16698877]
[168.34129803   2.40423325 329.15895942   1.73691165]
[279.73330257   1.78997487 205.74372078   1.97375078]
[160.9835106    1.76524162 167.95314829   2.0589    ]
[290.69551945   2.58011101 164.83099715   1.7060394 ]
[140.40433231   1.38175831 121.87547623   2.16555548]
[ 83.36330146   1.2546334  128.93577992   1.99940273]
[279.73330257   1.78997487 126.89883902   1.97231749]
[166.37590694   1.74657761 195.18745975   2.06650615]
[  6.32207932   2.59946637 297.98985702   1.17783795]
[126.97403052   2.61428371 329.15895942   1.7293055 ]
[  4.18760221   1.37096174 297.98985702   1.16782945]
[126.31496444   2.55728481 301.46526168   2.0589    ]
[142.32080413   1.99414077 205.74372078   2.50143256]
[134.58326487   2.61026327 204.22233751   2.17703617]
[  6.32207932   1.81735899 195.21408484   1.17783795]
[277.8168306    1.38175831 204.22233751   2.16728486]
[  8.06716565   2.59946637 196.22686166   1.22976714]
[  6.32207932   2.59946637 297.98985702   1.16303678]
[124.74470381   1.77517743 300.45248486   2.00697829]
[140.40433231   1.38175831 204.22233751   2.18184205]
[127.02664434   1.38175831 195.14579456   2.07364059]
[  4.18786335   1.41399096 301.49188699   1.17783795]
[  6.32207932   2.59946637 301.49188699   1.15736157]
[  6.32207932   2.59946637 297.98985702   1.25821494]
[139.69265242   1.77517743 204.2640027    2.15224819]
[  6.32181818   2.66506357 297.98985702   1.16782945]
[  6.32207932   2.59946637 297.98985702   1.11906676]
[  3.14353648   2.64732306 297.98985702   1.17783795]
[  4.18760221   1.82190607 297.98985702   1.17768514]
[160.75076049   1.08347283 169.28757796   2.16698877]
[126.31496444   1.77517743 195.13885217   2.05957614]
[  6.32181818   2.66506357 203.33899732   1.16782945]
[124.85698764   2.59946637 144.69745388   1.18167544]
[  4.18760221   1.38095055 204.99961532   1.09511997]
[142.67951464   1.38175831 307.12199698   2.1625289 ]
[140.40433231   1.38175831 204.27094509   2.18116592]
[140.40433231   1.38175831 298.87319717   2.16698877]
[  7.9552178    1.77517743 306.60373827   2.04762922]
[147.89573791   1.92644002 297.21257919   2.26558444]
[  4.72234429   2.66506357 195.09019527   1.17231625]
[  3.12872484   2.59962714 297.98985702   1.16320909]
[126.31496444   1.77517743 195.13815741   2.0589    ]
[  3.17940112   2.64761761 297.98985702   1.16783205]
[126.23748649   1.77517743 194.9937015    2.0589    ]
[  6.33689096   2.64716229 297.98985702   1.17766564]
[ 22.12586486   2.59946637 269.52932207   1.24405313]
[126.31496444   1.77517743 195.18815451   2.05957614]
[  6.28595354   2.66476902 297.98985702   1.17783535]
[140.48181026   1.38175831 204.41609576   2.16698877]
[  9.01710128   1.77517743 195.06739307   1.08381324]
[126.31496444   1.77517743 201.00120186   2.05957614]
[  6.32181818   2.6692209  297.98985702   1.16698715]
[  6.38030694   1.82190607 297.98985702   1.17768514]
[126.31496444   1.77521581 195.18815451   2.08548064]
[ 22.12586486   2.59530903 269.52932207   1.24489543]
[  4.12911344   2.66506357 297.98985702   1.16782945]
[  6.32207932   2.62213761 297.98985702   1.26459909]
[  7.87277464   2.59234398 299.71854584   1.17766564]
[ 20.8185851    1.77517743 195.17986657   2.05957614]
[127.62402328   2.59946637 269.53761001   1.24405313]
[126.31496444   1.77607019 198.11474955   2.05957614]
[  6.32181818   2.6692209  297.98985702   1.16698993]
[  6.38030694   1.82101332 295.01395958   1.17768514]
[  6.32181818   2.66506357 297.98985702   1.16782667]
[124.55772189   1.77517743 195.13885217   2.02443564]
[ 23.88381593   2.59946637 269.52932207   1.2791941 ]
[126.31496444   1.76252925 195.4214326    2.05957614]
[  6.68675861   2.66459085 268.75004778   1.16932893]
[  6.32181818   2.68186883 297.70727652   1.16698715]
[ 21.76092521   2.59993909 298.76913131   1.24255366]
[ 21.76092521   2.62093884 319.9432498    1.24255366]
[  7.15123548   2.68186883 297.70727652   1.16567408]
[  6.32207932   2.66998455 317.67756979   1.26420792]
[125.66313734   1.77517743 195.13885217   2.06090439]
[  6.32181818   2.62137397 297.98985702   1.1673811 ]
[ 11.82893283   2.59993909 274.21451438   1.24255366]
[  6.38030694   1.76416555 297.706278     1.16694361]
[  6.32181818   2.73960655 297.99085555   1.17772868]
[  6.32181818   2.60098658 297.98985702   1.16933916]
[ 21.76092521   2.66817341 298.76913131   1.24020442]
[ 10.65225639   1.77521581 195.18815451   2.08548064]
[ 25.42308911   1.77517743 300.81116427   1.25237655]
[  5.44555309   2.66998455 317.67756979   1.24268457]
[  6.32181818   1.72053438 297.70727652   2.07590485]
[122.15160812   2.73960655 297.99085555   1.24097703]
